age,gender,marital_status,dependents,education,self_employed,income_annual,loan_amount,loan_amount_term,credit_history,property_area,loan_grade,debt_to_income_ratio,delinquencies_2yrs,open_accounts,total_accounts,risk_score,default,application_date
18,Female,Married,0,Graduate,No,38054,15601,36,1,Urban,E,0.06628907530515497,0,2,3,580,0,2023-12-04
38,Male,Married,0,Not Graduate,No,31976,14212,36,1,Urban,B,0.22974919540390867,0,4,7,535,1,2023-10-05
29,Male,Single,2,Graduate,Yes,33099,19392,36,1,Urban,C,0.1238541363976915,0,7,4,537,0,2023-10-03
34,Male,Single,0,Graduate,No,55071,67342,48,1,Urban,C,0.15797555618610085,0,5,7,614,1,2023-03-05
38,Female,Married,0,Graduate,No,48557,17256,12,1,Urban,C,0.17719910462707333,1,7,4,709,0,2023-06-23
30,Male,Married,1,Graduate,No,47051,13733,36,1,Urban,A,0.2741519929670765,1,2,9,666,0,2023-02-25
28,Female,Single,1,Graduate,No,15966,14648,36,1,Urban,C,0.1386106962450512,1,7,9,473,1,2023-02-08
35,Female,Married,1,Graduate,No,45021,41239,60,1,Urban,D,0.09991364879369802,0,4,7,611,0,2023-07-27
24,Male,Married,0,Graduate,No,23853,24060,36,1,Urban,B,0.3511362994501872,1,4,6,544,0,2023-09-15
24,Female,Divorced,2,Graduate,Yes,98296,116873,24,1,Urban,B,0.1544008934382725,0,4,9,615,0,2023-09-04
41,Female,Married,1,Not Graduate,No,36149,11495,36,0,Rural,B,0.2224413944618004,1,7,9,300,1,2023-12-19
23,Male,Single,0,Graduate,No,32923,31595,48,1,Urban,D,0.13735144791584158,0,6,8,490,1,2023-08-29
41,Male,Married,1,Graduate,No,77614,64289,12,1,Semiurban,D,0.1638764248628411,1,6,8,733,1,2023-09-08
39,Female,Married,1,Graduate,No,66455,44857,60,0,Urban,A,0.03796832044334267,0,4,8,399,1,2023-11-07
18,Female,Single,0,Not Graduate,No,32253,10407,12,1,Urban,D,0.02820115192989346,0,7,15,431,1,2023-11-29
28,Male,Married,1,Graduate,No,20164,17936,12,1,Semiurban,B,0.06906389438928784,1,5,9,524,0,2023-06-22
46,Male,Single,0,Graduate,No,15035,3684,12,1,Semiurban,C,0.13149495265490915,1,1,11,515,1,2023-06-21
25,Male,Single,1,Graduate,No,21510,31477,48,1,Urban,B,0.08420618564561631,1,6,9,470,1,2023-09-27
30,Female,Married,1,Graduate,No,42638,57507,36,1,Urban,B,0.1301078442178372,0,6,9,623,0,2023-10-23
39,Male,Single,2,Not Graduate,No,33730,46058,24,1,Urban,D,0.07998136647249056,1,3,5,527,0,2023-05-27
42,Male,Divorced,0,Not Graduate,No,22732,13207,60,1,Rural,C,0.18209236950533284,3,9,5,447,0,2023-03-18
32,Female,Married,0,Graduate,No,29849,12666,24,1,Urban,B,0.10016236553317334,0,5,6,568,0,2023-04-30
29,Male,Married,0,Not Graduate,No,85689,27924,36,1,Urban,A,0.08402607220671485,1,4,13,609,0,2023-11-21
49,Female,Married,2,Graduate,No,63564,49828,24,1,Rural,E,0.15985182926183164,1,5,8,700,1,2023-06-13
52,Male,Married,1,Graduate,No,87234,22286,60,1,Urban,A,0.10049096015558029,0,3,13,838,0,2023-07-10
44,Female,Single,0,Not Graduate,No,25721,30568,48,1,Urban,C,0.20713341776522953,0,5,8,489,1,2023-09-29
35,Male,Divorced,2,Graduate,No,54365,46411,48,1,Urban,B,0.1782512983850246,1,2,5,641,1,2023-01-05
26,Female,Widowed,0,Graduate,Yes,51617,57814,12,1,Urban,A,0.025266898359507555,1,3,9,579,0,2023-11-01
26,Female,Single,1,Not Graduate,Yes,75673,85009,36,0,Urban,D,0.21787614822273252,0,5,8,310,1,2023-10-31
40,Male,Single,2,Graduate,Yes,36526,31592,36,1,Rural,E,0.08641462663816661,0,7,8,565,0,2023-11-09
39,Male,Single,3,Graduate,No,24553,28547,36,1,Rural,A,0.13759709159432806,0,5,6,519,1,2023-10-09
49,Male,Married,0,Graduate,No,23135,32930,36,1,Semiurban,A,0.09735321212639503,0,5,13,635,1,2023-01-31
41,Male,Married,1,Not Graduate,No,36074,7602,60,0,Semiurban,D,0.1390310850738243,0,3,7,307,1,2023-10-19
19,Female,Divorced,0,Not Graduate,No,37747,19314,12,1,Semiurban,C,0.15463931131243527,0,8,10,365,1,2023-09-19
45,Female,Married,0,Graduate,No,41620,57223,48,1,Semiurban,C,0.11071988167804689,0,11,8,617,0,2023-10-30
25,Male,Married,1,Not Graduate,No,18070,20080,36,1,Rural,B,0.016919650984675547,0,1,7,357,1,2023-02-08
31,Female,Married,0,Not Graduate,Yes,69351,65062,48,1,Semiurban,B,0.2601849924809116,2,5,6,520,1,2023-07-22
37,Female,Married,0,Graduate,No,18464,16797,24,1,Urban,B,0.2740975415079354,1,7,2,541,1,2023-08-13
54,Female,Married,2,Not Graduate,No,69241,49962,24,0,Urban,C,0.14211549980969668,1,7,11,403,1,2023-05-02
66,Male,Married,1,Graduate,No,30901,30216,36,0,Rural,A,0.0599407331372211,1,6,10,413,1,2023-12-15
41,Male,Married,2,Graduate,No,91379,92898,60,0,Urban,C,0.1383121139827183,0,6,9,448,1,2023-12-03
33,Male,Married,0,Graduate,Yes,15169,10242,60,1,Rural,C,0.2152714476272244,1,5,7,556,0,2023-02-02
40,Male,Married,3,Graduate,Yes,65365,45538,24,1,Semiurban,D,0.2214040343371762,0,2,6,671,1,2023-06-10
43,Male,Married,0,Graduate,No,21689,10806,24,1,Semiurban,E,0.029718564067628378,0,4,7,573,0,2023-06-17
31,Male,Married,1,Graduate,No,20927,19815,36,1,Urban,E,0.16876924354993203,1,2,6,589,1,2023-02-17
52,Male,Married,1,Graduate,Yes,83121,71616,36,1,Urban,C,0.1310959183457613,2,6,9,824,0,2023-12-23
37,Female,Married,1,Graduate,No,52915,42285,48,1,Semiurban,B,0.2750872545239154,0,12,8,659,0,2023-08-24
39,Male,Married,0,Graduate,Yes,17345,17258,36,1,Semiurban,B,0.15953294784847835,0,2,4,542,1,2023-06-14
41,Male,Married,0,Not Graduate,No,40173,41967,36,1,Semiurban,C,0.10782355954937456,0,11,8,528,1,2023-02-11
39,Male,Single,0,Not Graduate,No,73305,52837,48,1,Semiurban,C,0.008192707426612739,1,9,10,545,1,2023-08-08
43,Male,Single,1,Not Graduate,No,48012,59320,24,1,Urban,A,0.28177039875953036,0,4,5,591,1,2023-02-07
28,Male,Married,1,Graduate,No,36881,11106,48,1,Rural,E,0.04691846096910713,0,1,10,560,1,2023-09-01
29,Male,Married,1,Not Graduate,No,64565,46519,36,0,Rural,A,0.05817460390118543,0,2,5,300,1,2023-07-21
23,Male,Widowed,0,Graduate,Yes,43666,42652,48,1,Rural,C,0.16275476402264774,0,4,12,513,1,2023-07-09
39,Male,Married,0,Graduate,Yes,15838,6247,24,0,Semiurban,C,0.13649252050182895,0,4,7,300,1,2023-03-10
42,Male,Married,1,Graduate,No,38102,18856,36,1,Urban,C,0.12564699700579696,0,6,5,631,0,2023-02-13
39,Male,Single,0,Graduate,No,46263,46609,60,1,Urban,C,0.10468163030663509,1,6,11,621,1,2023-11-10
51,Female,Single,2,Not Graduate,Yes,40589,36493,36,1,Semiurban,A,0.10514412855449103,1,6,8,491,1,2023-12-27
34,Male,Married,2,Graduate,Yes,29662,14070,60,1,Rural,E,0.2604278594893553,0,6,6,560,0,2023-11-30
41,Male,Single,2,Graduate,No,45657,33952,48,1,Semiurban,E,0.1288324757244209,0,7,13,587,0,2023-06-04
24,Male,Married,0,Not Graduate,No,39807,49211,60,1,Semiurban,C,0.05544479763417455,1,4,3,442,1,2023-06-04
31,Male,Married,0,Graduate,No,13414,12193,36,1,Rural,B,0.0687330396871535,2,7,13,512,1,2023-02-15
41,Male,Married,1,Not Graduate,No,18711,22719,12,1,Urban,A,0.23541153683623947,0,5,15,538,0,2023-05-12
43,Male,Divorced,0,Not Graduate,No,42407,23056,48,1,Rural,A,0.28199327397509194,0,2,7,467,1,2023-02-05
32,Female,Married,0,Graduate,No,52726,16827,48,1,Urban,C,0.07020647730143051,0,8,8,624,1,2023-12-22
34,Male,Single,1,Graduate,No,24613,14333,48,1,Urban,B,0.014346164528219615,1,9,10,550,1,2023-03-08
19,Male,Divorced,2,Graduate,No,52497,15425,36,0,Rural,B,0.09503022876557654,1,8,9,300,1,2023-05-20
31,Female,Divorced,1,Graduate,No,46640,29834,60,1,Rural,C,0.2925963261683156,0,5,8,530,0,2023-09-10
43,Female,Single,0,Graduate,No,33040,33432,24,1,Rural,D,0.19825630401390898,0,6,9,528,0,2023-05-30
40,Male,Single,0,Graduate,No,44954,27585,48,1,Rural,A,0.2259882562835299,0,3,12,587,0,2023-10-22
40,Male,Single,3,Not Graduate,No,44459,19444,12,1,Rural,C,0.1933761026284908,1,2,9,473,1,2023-01-05
35,Male,Single,0,Not Graduate,Yes,56290,16267,24,1,Semiurban,C,0.1352840099325998,1,5,3,466,1,2023-11-23
35,Male,Widowed,2,Not Graduate,No,57645,40415,36,1,Semiurban,E,0.26246747413970095,1,8,7,514,1,2023-03-24
28,Male,Married,1,Graduate,No,21569,31416,48,1,Urban,C,0.1411292272857583,1,4,4,510,0,2023-02-15
41,Male,Married,0,Graduate,No,25173,26481,48,1,Urban,C,0.00651383345029843,1,7,5,693,0,2023-07-20
39,Female,Divorced,2,Graduate,Yes,75985,94245,60,1,Semiurban,D,0.2321523512088935,0,5,7,645,0,2023-09-17
39,Male,Married,2,Graduate,No,56468,58934,12,1,Rural,E,0.1436231596593211,1,7,9,693,1,2023-08-20
29,Male,Married,0,Not Graduate,Yes,49974,55161,36,1,Urban,D,0.11949603055106718,0,4,8,551,0,2023-04-10
18,Male,Divorced,0,Not Graduate,Yes,54026,51676,24,1,Semiurban,A,0.23612565541805383,1,5,7,435,1,2023-10-10
45,Female,Divorced,0,Graduate,No,64154,59956,12,1,Rural,C,0.1394889572674349,0,5,16,594,0,2023-02-09
30,Male,Divorced,1,Not Graduate,No,38825,34640,24,1,Semiurban,D,0.10010402539409369,1,2,4,412,1,2023-09-21
26,Female,Married,1,Graduate,No,30045,21039,24,0,Rural,C,0.06094447913133828,1,2,7,313,1,2023-12-29
41,Male,Married,2,Graduate,No,48075,48407,36,1,Rural,B,0.06858585777169474,0,3,16,656,1,2023-05-04
31,Male,Single,0,Graduate,No,35839,44650,24,1,Semiurban,B,0.24292240321520892,0,1,12,515,1,2023-05-10
45,Male,Married,0,Graduate,No,78795,81217,36,1,Urban,C,0.17380625943466843,2,7,9,759,1,2023-01-27
41,Male,Widowed,5,Not Graduate,No,78212,35722,60,1,Urban,B,0.1293981952401331,0,6,11,660,0,2023-09-04
41,Male,Single,2,Not Graduate,Yes,56696,32242,48,1,Semiurban,B,0.22716882996017604,1,3,4,502,1,2023-08-29
21,Male,Married,0,Graduate,No,19179,21243,48,1,Semiurban,D,0.17358916903834345,2,5,10,480,1,2023-01-12
47,Male,Married,1,Graduate,No,21003,6545,48,1,Urban,B,0.14394889954466594,2,5,1,690,0,2023-08-15
37,Female,Single,1,Graduate,No,18815,18672,36,1,Rural,C,0.07771984766776213,1,8,4,527,1,2023-06-15
31,Male,Married,0,Not Graduate,No,39865,39118,48,1,Semiurban,D,0.1305170055755393,0,7,7,437,1,2023-08-10
36,Male,Single,0,Not Graduate,No,57613,20294,48,1,Urban,C,0.03905203037198073,0,3,12,503,0,2023-08-28
18,Male,Married,0,Not Graduate,No,31135,18670,24,1,Rural,B,0.27734530753673575,1,4,7,393,1,2023-09-08
39,Female,Single,0,Not Graduate,No,26287,11898,60,0,Urban,A,0.12662778647127995,0,5,10,300,1,2023-10-28
24,Female,Divorced,0,Graduate,No,38249,44461,36,0,Urban,C,0.15903294322881079,1,4,8,319,1,2023-03-09
21,Male,Single,1,Graduate,No,24539,33524,12,1,Urban,E,0.1852781648690222,1,5,14,579,0,2023-02-18
19,Male,Single,0,Graduate,No,41478,52496,48,1,Urban,D,0.14773516617229682,1,5,11,554,1,2023-08-15
46,Male,Single,0,Graduate,No,32156,25858,48,1,Rural,C,0.15409270101324835,0,2,6,560,0,2023-12-21
28,Female,Divorced,1,Not Graduate,No,26146,13040,36,1,Semiurban,B,0.15441425248061807,0,6,10,355,1,2023-07-19
50,Female,Married,1,Not Graduate,No,38470,37694,24,1,Semiurban,B,0.060280641565041544,1,3,3,523,1,2023-03-02
29,Male,Married,0,Graduate,Yes,56599,36497,36,1,Semiurban,C,0.12986545942331162,0,2,8,621,1,2023-07-14
18,Male,Married,2,Graduate,No,16991,4412,36,1,Semiurban,A,0.07465581452015936,0,5,5,456,1,2023-02-09
23,Male,Married,1,Graduate,No,39500,31483,60,1,Semiurban,D,0.2605981578550033,0,4,11,545,0,2023-12-12
47,Male,Single,0,Graduate,No,12714,11027,48,1,Rural,B,0.16257323443891383,0,8,9,534,1,2023-02-25
33,Female,Married,1,Graduate,No,31973,45131,48,1,Semiurban,B,0.11414995133984474,1,3,5,568,1,2023-01-18
29,Male,Single,0,Graduate,Yes,51410,39738,24,1,Rural,B,0.025543573506680423,1,6,5,542,0,2023-06-04
36,Male,Widowed,0,Not Graduate,No,60545,32229,36,1,Rural,B,0.15665113667206548,0,9,3,526,1,2023-05-08
40,Female,Married,3,Graduate,Yes,27934,24890,36,1,Urban,C,0.14531207411829503,0,5,8,597,0,2023-02-01
46,Female,Married,1,Graduate,No,27786,12789,36,0,Semiurban,B,0.12190125146309808,0,6,9,333,1,2023-10-07
49,Male,Single,0,Graduate,No,32371,38007,12,1,Rural,C,0.26011018530903973,0,9,10,616,1,2023-10-11
31,Female,Married,0,Not Graduate,No,20926,19328,36,1,Rural,C,0.16197545134464542,0,1,13,413,1,2023-04-10
21,Male,Single,1,Not Graduate,Yes,39392,13253,36,1,Urban,B,0.18502224617457905,0,9,7,424,1,2023-07-17
30,Female,Single,1,Graduate,No,21998,20071,36,0,Urban,B,0.14485028869261027,0,8,6,304,1,2023-05-27
37,Female,Single,0,Not Graduate,No,47966,27378,12,0,Semiurban,D,0.1891531090529134,1,4,8,320,1,2023-09-28
25,Male,Married,0,Graduate,Yes,25377,11411,36,1,Urban,A,0.11618007234009459,1,4,7,604,0,2023-07-10
25,Female,Married,0,Graduate,Yes,30951,9686,48,1,Urban,C,0.21912613988393453,0,6,8,548,1,2023-11-16
38,Female,Married,0,Graduate,No,46615,64910,36,1,Urban,B,0.23840103420135447,0,3,8,574,0,2023-11-28
34,Male,Single,0,Graduate,Yes,49897,61728,48,1,Urban,C,0.05632358146173533,0,6,8,588,0,2023-01-26
35,Male,Married,0,Graduate,Yes,48775,62031,48,1,Urban,C,0.11486675887085367,0,1,10,655,0,2023-04-18
27,Female,Married,1,Not Graduate,No,41432,12034,60,1,Rural,A,0.0851598087646911,0,4,11,481,1,2023-01-23
32,Male,Single,0,Not Graduate,No,21092,31357,12,1,Urban,E,0.14576034263822837,0,5,8,438,1,2023-01-21
25,Male,Single,1,Graduate,No,35748,52272,24,1,Semiurban,A,0.21857282046248452,0,1,11,451,1,2023-09-28
43,Female,Divorced,0,Graduate,No,33287,38564,36,1,Semiurban,A,0.12480749967884242,1,8,7,592,1,2023-05-05
45,Female,Widowed,2,Graduate,No,29426,41131,60,1,Rural,B,0.1897075857447406,0,4,11,590,1,2023-05-13
18,Male,Widowed,4,Graduate,Yes,37685,49203,48,0,Urban,E,0.12001597632399276,1,1,11,300,1,2023-12-24
25,Male,Divorced,0,Graduate,No,23601,26634,36,1,Urban,B,0.06200009446394753,0,1,5,507,1,2023-10-11
20,Male,Single,2,Graduate,No,35690,25794,24,1,Rural,C,0.15761433127972624,0,4,4,477,1,2023-06-12
28,Male,Single,1,Not Graduate,No,31261,32455,36,1,Rural,C,0.16215107456266395,1,8,5,408,1,2023-01-30
34,Male,Married,0,Not Graduate,No,28891,33731,36,0,Semiurban,B,0.18927691418033515,0,6,12,300,1,2023-09-04
20,Female,Married,4,Graduate,No,20780,12551,48,1,Urban,C,0.2521217074595139,0,6,12,552,1,2023-06-01
25,Male,Widowed,2,Graduate,No,20507,16038,36,1,Urban,C,0.07394516610089567,1,5,9,489,1,2023-08-20
24,Male,Married,0,Graduate,Yes,71050,105556,36,1,Urban,C,0.30323097777134306,1,4,8,612,1,2023-05-17
37,Male,Married,0,Graduate,No,38461,43155,12,1,Urban,B,0.02909713069724131,0,7,14,618,1,2023-11-19
35,Female,Single,1,Graduate,No,89871,82217,12,1,Urban,E,0.06741185727389373,0,5,9,638,0,2023-06-09
27,Male,Divorced,1,Graduate,No,92125,30553,36,1,Urban,A,0.19432350656341327,0,3,8,625,0,2023-11-27
36,Male,Divorced,0,Graduate,No,67159,56003,36,1,Urban,C,0.11500896466713537,0,7,9,643,1,2023-05-24
29,Male,Single,1,Not Graduate,No,19131,5328,36,1,Rural,D,0.1692114026135903,0,6,10,323,1,2023-09-13
32,Male,Divorced,1,Graduate,No,73534,86420,48,1,Rural,A,0.13424355764470428,2,5,4,571,0,2023-02-11
51,Male,Single,1,Not Graduate,No,34090,10166,12,1,Urban,A,0.16600753269070329,0,7,9,553,1,2023-07-30
48,Male,Single,0,Graduate,No,31608,35832,36,1,Rural,B,0.1833971772911954,1,7,10,591,1,2023-04-25
22,Male,Married,2,Not Graduate,No,29429,19987,60,0,Rural,D,0.07710053725318691,0,2,10,315,1,2023-09-09
43,Male,Married,3,Graduate,No,30476,8125,36,1,Urban,C,0.26666558481651026,1,5,7,692,1,2023-10-20
43,Male,Single,1,Graduate,No,44342,20325,36,1,Urban,D,0.15951303577923528,1,6,5,594,1,2023-11-23
23,Male,Married,0,Graduate,No,114678,115160,36,1,Urban,B,0.1263457994264161,3,5,6,734,1,2023-10-09
43,Male,Widowed,1,Graduate,No,15999,17964,36,0,Rural,E,0.2549460384232374,1,4,3,300,1,2023-03-21
50,Male,Married,0,Graduate,No,95961,107475,24,1,Urban,B,0.10292385907593524,1,2,2,901,0,2023-07-01
23,Male,Married,0,Not Graduate,No,77230,77487,24,1,Urban,D,0.17516395660358958,0,1,5,530,1,2023-03-26
25,Male,Single,0,Not Graduate,No,33227,25682,24,1,Semiurban,B,0.3359906623449701,0,5,4,406,1,2023-01-03
45,Female,Single,2,Graduate,No,28315,22451,48,1,Rural,B,0.16946954902871358,2,9,11,540,0,2023-11-25
37,Male,Single,3,Graduate,No,18517,4038,24,1,Urban,B,0.1742382098399303,0,2,12,580,1,2023-11-26
40,Male,Single,0,Graduate,Yes,23062,12186,60,1,Semiurban,A,0.1281834110177849,0,7,5,510,0,2023-09-17
38,Male,Single,0,Not Graduate,Yes,26806,29166,48,0,Urban,A,0.27227697971816783,0,6,10,307,1,2023-08-26
38,Female,Single,1,Not Graduate,No,34489,32719,48,1,Semiurban,B,0.0740337480828969,1,5,11,432,1,2023-06-03
21,Female,Married,1,Graduate,Yes,35782,41818,48,1,Urban,A,0.1506992289204812,1,8,8,602,0,2023-09-03
45,Male,Married,1,Graduate,No,53133,16263,12,1,Semiurban,C,0.0696456801594024,1,5,10,618,1,2023-09-12
46,Male,Divorced,0,Not Graduate,No,50295,52404,36,1,Semiurban,A,0.009615309603415865,2,6,2,455,1,2023-11-29
32,Male,Single,2,Graduate,Yes,40918,11019,60,1,Urban,B,0.1617563681719552,0,3,5,536,1,2023-12-09
34,Male,Married,1,Graduate,No,35531,15390,12,1,Urban,E,0.07314720254126643,0,8,7,641,0,2023-06-30
19,Male,Single,0,Graduate,No,64316,96279,24,1,Urban,B,0.14572656025193217,0,2,8,601,0,2023-05-21
40,Female,Married,1,Not Graduate,No,55258,67335,12,0,Urban,A,0.2227474802763049,1,3,5,328,1,2023-08-27
40,Male,Single,0,Graduate,No,45364,43956,36,0,Urban,B,0.16528025647729952,0,5,7,330,1,2023-10-21
34,Female,Widowed,0,Not Graduate,Yes,29647,26226,24,1,Urban,D,0.077256333047435,0,10,8,475,1,2023-10-29
46,Male,Married,3,Graduate,No,63121,79711,36,1,Urban,B,0.056034441871399096,1,7,7,753,0,2023-01-31
31,Female,Married,0,Graduate,No,55129,36432,48,1,Urban,B,0.21093009853720152,0,2,6,627,0,2023-11-09
40,Female,Single,0,Graduate,Yes,32113,10223,24,0,Rural,D,0.1780825623073276,2,5,6,300,1,2023-01-06
24,Male,Married,1,Not Graduate,No,13922,17328,48,1,Rural,B,0.05752411723801786,0,1,10,381,1,2023-08-01
34,Male,Married,2,Graduate,No,38082,30832,12,0,Urban,B,0.1022757002209612,1,6,7,368,1,2023-10-16
33,Male,Single,1,Graduate,No,25689,35200,24,1,Semiurban,A,0.04698080545629182,1,9,7,489,0,2023-01-18
37,Male,Married,2,Graduate,No,51980,41923,24,1,Rural,A,0.18182654584318408,0,7,13,596,0,2023-06-23
31,Male,Divorced,0,Graduate,No,40455,35973,48,1,Semiurban,B,0.09204115980931578,0,8,11,506,1,2023-01-11
33,Male,Married,2,Not Graduate,No,15734,18293,60,1,Rural,B,0.23538661152290546,0,3,8,407,1,2023-06-20
43,Male,Divorced,1,Graduate,No,42082,16871,24,1,Rural,D,0.1237995288161576,3,6,8,621,0,2023-01-10
30,Female,Divorced,0,Not Graduate,No,85609,26762,12,0,Rural,B,0.13122857736679655,0,6,7,306,1,2023-11-17
18,Male,Divorced,1,Not Graduate,No,33644,18173,48,1,Urban,B,0.10212990975625763,1,4,9,423,1,2023-02-03
52,Female,Married,2,Graduate,No,36163,48828,48,1,Urban,B,0.2528955477824098,0,8,5,770,0,2023-09-22
48,Male,Married,3,Not Graduate,No,30591,40099,24,1,Urban,B,0.15401104517043637,1,4,9,588,1,2023-05-17
22,Female,Married,1,Graduate,No,37648,13363,36,1,Semiurban,B,0.08858173327090872,0,9,9,505,1,2023-04-19
41,Male,Married,2,Graduate,No,78438,114885,60,1,Semiurban,D,0.08982673516602106,0,2,12,714,0,2023-02-22
29,Male,Widowed,0,Graduate,No,61559,32249,12,1,Urban,A,0.27188088269467964,0,3,12,671,0,2023-04-13
37,Female,Single,1,Not Graduate,No,27230,34075,12,1,Urban,C,0.26109728072078264,2,3,10,461,0,2023-06-06
37,Male,Married,2,Graduate,No,35017,41076,24,1,Rural,D,0.1425399382415842,1,7,4,565,1,2023-10-08
32,Female,Single,1,Graduate,Yes,36174,47047,48,0,Urban,B,0.12084012947934362,0,7,10,326,1,2023-07-20
27,Male,Single,1,Not Graduate,No,44615,60608,24,1,Semiurban,C,0.027363307415773943,2,8,10,387,1,2023-05-05
28,Male,Single,0,Not Graduate,No,45028,20941,48,0,Rural,C,0.16986887108131823,1,3,6,300,1,2023-07-14
25,Male,Married,0,Graduate,No,34616,33565,48,1,Semiurban,B,0.115461086324055,0,6,5,516,1,2023-05-05
26,Female,Single,1,Graduate,No,19488,5958,36,1,Urban,A,0.20349312080343224,1,4,8,493,1,2023-04-11
34,Male,Married,0,Graduate,Yes,34292,10719,24,0,Rural,B,0.18071372007531425,0,7,8,300,1,2023-08-29
27,Female,Married,1,Graduate,No,30296,33176,60,0,Urban,A,0.2360413383644584,0,5,18,300,1,2023-11-21
41,Female,Single,1,Graduate,No,23185,22654,36,1,Rural,D,0.15961041220272484,0,8,10,572,1,2023-05-17
49,Male,Single,1,Graduate,No,53862,58204,36,1,Rural,C,0.20128753584895723,0,4,10,616,0,2023-08-11
29,Male,Married,1,Graduate,No,36666,7439,60,0,Semiurban,D,0.013791933066564387,0,4,8,300,1,2023-10-09
37,Female,Married,1,Not Graduate,No,21668,6882,60,1,Semiurban,B,0.11761821290740454,0,6,7,425,1,2023-03-26
39,Male,Divorced,3,Graduate,No,97732,31676,36,1,Urban,D,0.025412862451427785,0,6,11,723,0,2023-09-06
39,Male,Divorced,2,Graduate,No,44723,21260,36,1,Rural,B,0.08677588063090365,0,5,8,522,1,2023-06-29
35,Male,Widowed,0,Graduate,No,53958,45511,12,0,Urban,A,0.1144504930503544,0,5,10,341,1,2023-04-20
42,Male,Married,0,Graduate,Yes,61330,58880,60,1,Semiurban,C,0.17897531243023962,0,1,10,646,0,2023-07-05
39,Male,Divorced,0,Graduate,No,29200,26123,48,1,Urban,E,0.14034882289070763,0,4,6,637,1,2023-05-13
22,Male,Divorced,1,Graduate,No,47659,32380,36,1,Rural,B,0.043278501368504786,0,2,10,483,1,2023-02-03
43,Female,Divorced,0,Graduate,No,13836,12274,48,1,Rural,C,0.16945205325972126,0,4,11,562,1,2023-04-14
43,Male,Single,1,Graduate,No,58757,43811,48,1,Rural,B,0.04239682039798441,0,7,8,601,1,2023-03-24
27,Male,Widowed,4,Graduate,No,35100,38682,24,1,Semiurban,B,0.06474633534832785,0,5,3,474,1,2023-10-15
35,Female,Married,1,Graduate,No,47257,63087,48,0,Urban,B,0.042057372141289635,0,5,7,381,1,2023-07-25
41,Female,Married,0,Graduate,No,35063,32105,24,1,Semiurban,B,0.10841648319159936,0,5,10,588,0,2023-03-15
32,Female,Single,1,Graduate,No,90115,92361,48,0,Rural,B,0.1644085052056146,0,1,13,300,1,2023-07-30
45,Male,Married,2,Graduate,No,66975,81928,24,1,Semiurban,C,0.04547601493346624,0,5,7,640,0,2023-09-09
58,Female,Single,1,Graduate,No,9843,11938,48,1,Semiurban,A,0.04035327483025891,0,4,4,576,0,2023-08-18
27,Male,Single,2,Not Graduate,No,47876,60887,36,1,Rural,C,0.1412975453558631,0,4,12,407,1,2023-10-31
21,Male,Single,0,Graduate,No,31539,17799,12,1,Urban,C,0.09134902824805606,1,5,7,504,1,2023-10-04
38,Male,Divorced,0,Not Graduate,No,48831,24153,24,1,Rural,B,0.16281619538228473,0,3,5,469,0,2023-10-03
42,Male,Single,1,Not Graduate,No,48493,59576,48,0,Semiurban,C,0.13296106101337538,0,6,6,300,1,2023-01-31
32,Female,Married,0,Not Graduate,No,25046,29217,24,1,Urban,C,0.03658323119521603,1,3,6,495,1,2023-08-11
49,Male,Single,3,Graduate,No,34272,14445,48,1,Rural,B,0.07363332391172979,1,5,13,542,1,2023-08-23
21,Female,Married,1,Not Graduate,No,21813,8886,36,1,Rural,B,0.06324999482445363,1,7,8,408,1,2023-10-19
41,Female,Single,0,Not Graduate,No,76345,25275,48,1,Semiurban,D,0.09211232568830599,1,6,5,518,1,2023-12-16
28,Male,Single,1,Graduate,No,42772,24003,36,0,Semiurban,E,0.11066816780199625,1,2,5,309,1,2023-04-18
52,Male,Married,0,Graduate,No,45081,50552,36,1,Rural,B,0.20729067738185794,1,3,9,704,0,2023-05-12
54,Male,Married,1,Not Graduate,No,42275,56150,24,1,Rural,D,0.06008141141796872,0,2,7,623,1,2023-11-26
27,Male,Single,1,Graduate,No,21377,31980,36,1,Rural,C,0.16627765760115465,1,2,7,460,0,2023-08-07
